5-A05,Prednisolone,360.4,Y,derivative,steroidal anti-inflammatory,N
5-A06,Progesterone,314.5,Y,natural,steroidal hormone,N
5-A08,Prednisone,358.4,Y,derivative,steroidal anti-inflammatory,N
5-B09,Spironolactone,416.6,Y,derivative,steroidal diuretic,N
5-C02,Sulfasalazine,398.4,Y,synthetic,immunomodulatory,N
5-C08,Tinidazole,247.3,Y,synthetic,antibiotic,Y
5-E02,Fluoxetine·HCl,345.8,Y,synthetic,antidepressant,N
5-E09,Misoprostol,382.5,Y,derivative,anti-ulcer,N
5-F04,Megestrol Acetate,384.5,Y,derivative,steroidal hormone,N
5-G02,Capecitabine,359.4,Y,derivative,anticancer,TBD
6-H08,Chenodiol (Chenodeoxycholic Acid),392.6,Y,natural,bile acid,N
7-B05,Clofazimine,473.4,Y,synthetic,antibiotic,Y
7-B07,Clonazepam,315.7,Y,synthetic,anti-epileptic,NT
7-C03,Cortisone Acetate,402.5,Y,derivative,steroidal anti-inflammatory,TBD
7-C10,Dantrolene·Na,336.2,Y,synthetic,muscle relaxant,Y
7-G05,Duloxetine·HCl,333.9,Y,synthetic,antidepressant,NT
8-B05,Fludrocortisone Acetate ,422.5,Y,derivative,steroidal anti-inflammatory,N
8-E04,Iloperidone,426.5,Y,synthetic,antipsychotic,NT
8-G09,Lorazepam,321.2,Y,synthetic,anti-anxiety,N
9-E09,Nilutamide,317.2,Y,synthetic,anti-androgen,Y
9-E11,Nitisinone,329.2,Y,synthetic,hereditary tyrosinemia type 1 (HT-1),N
9-F02,Nitrofurantoin,238.2,Y,synthetic,antibiotic,Y
9-F08,Oxazepam,286.7,Y,synthetic,anti-anxiety,NT
9-G02,Paliperidone,426.5,Y,synthetic,antipsychotic,NT
10-A04,Prasugrel,373.4,Y,synthetic,anti-platelet,NT
10-A09,Probenecid,285.4,Y,synthetic,anti-gout,N
10-C05,Rifabutin,847,Y,derivative,antibiotic,Y
10-E04,Sulfamethoxazole,253.3,Y,synthetic,antibiotic,N
11-A07,Ursodiol,392.6,Y,natural,bile acid,N
