gene,coverage,RPKM,subject
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC12.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC13.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC13.3
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC14.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC14.1
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC15.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC15.3
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC17.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC17.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC2.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC21.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC21.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC23.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC23.1
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC2.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC25.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC25.1
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC26.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC26.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC3.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC31.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC31.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC3.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC35.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC35.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC38.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC39.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC40.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC4.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC45.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC4.5
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC47.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.0816714150047483,0.0188346616384375,MetaHIT_Gut-spanish-UC-V1.UC49.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.617283950617284,0.245680571929459,MetaHIT_Gut-spanish-UC-V1.UC49.1
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC50.1
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC5.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC51.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC51.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC52.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC52.1
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC53.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC5.3
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC53.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.598290598290598,0.0740653810696749,MetaHIT_Gut-spanish-UC-V1.UC54.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.156695156695157,0.017814746512186,MetaHIT_Gut-spanish-UC-V1.UC55.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC55.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC56.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT_Gut-spanish-UC-V1.UC58.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR1778450
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413673
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413674
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.975141242937853,1.62585926071049,diabetes-stage2-diseased-SRR413675
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.100564971751412,0.0278647478820712,diabetes-stage2-diseased-SRR413676
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.0644067796610169,0.0186051542513538,diabetes-stage2-diseased-SRR413677
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413678
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.96271186440678,0.847433181930704,diabetes-stage2-diseased-SRR413679
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.183050847457627,0.0519844959219624,diabetes-stage2-diseased-SRR413680
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.996610169491525,5.43440352475132,diabetes-stage2-diseased-SRR413681
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413682
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413683
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413684
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413685
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413686
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.203389830508475,0.0643951795133794,diabetes-stage2-diseased-SRR413687
20b-HSDH-Bifido-HD-1-CL-100-DNA,1,51.408729639141,diabetes-stage2-diseased-SRR413689
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413690
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.970621468926554,2.55693868093505,diabetes-stage2-diseased-SRR413691
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413692
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.203389830508475,0.04544072713081,diabetes-stage2-diseased-SRR413694
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413695
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413696
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.524293785310734,0.201941997763266,diabetes-stage2-diseased-SRR413697
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413698
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.835028248587571,0.791601127153289,diabetes-stage2-diseased-SRR413699
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413700
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.992090395480226,10.9199984640032,diabetes-stage2-diseased-SRR413701
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413702
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413703
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.169491525423729,0.053552531621086,diabetes-stage2-diseased-SRR413704
20b-HSDH-Bifido-HD-1-CL-100-DNA,1,42.5401532626294,diabetes-stage2-diseased-SRR413705
20b-HSDH-Bifido-HD-1-CL-100-DNA,1,12.1400740047331,diabetes-stage2-diseased-SRR413706
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.977401129943503,2.47505490309628,diabetes-stage2-diseased-SRR413707
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.998870056497175,8.458972099746,diabetes-stage2-diseased-SRR413708
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.912994350282486,1.64313561455646,diabetes-stage2-diseased-SRR413709
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413710
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413711
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413712
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.979661016949153,1.79353909579206,diabetes-stage2-diseased-SRR413713
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413714
20b-HSDH-Bifido-HD-1-CL-100-DNA,1,13.5854764325338,diabetes-stage2-diseased-SRR413715
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.512994350282486,0.101732134973139,diabetes-stage2-diseased-SRR413716
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.0903954802259887,0.0395198615359368,diabetes-stage2-diseased-SRR413717
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.52090395480226,0.240948391034621,diabetes-stage2-diseased-SRR413718
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.340112994350282,0.208681781368099,diabetes-stage2-diseased-SRR413719
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413720
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.99774011299435,8.34729124182412,diabetes-stage2-diseased-SRR413721
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413723
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.951412429378531,2.07939991705698,diabetes-stage2-diseased-SRR413724
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413725
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.709604519774011,0.364897673079695,diabetes-stage2-diseased-SRR413726
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.945762711864407,1.94929863694068,diabetes-stage2-diseased-SRR413727
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.772881355932203,0.344796846938545,diabetes-stage2-diseased-SRR413728
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413729
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.20225988700565,0.0826768822470402,diabetes-stage2-diseased-SRR413730
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413731
20b-HSDH-Bifido-HD-1-CL-100-DNA,1,55.6120599405751,diabetes-stage2-diseased-SRR413732
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.702824858757062,0.249474253080945,diabetes-stage2-diseased-SRR413733
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413734
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.990960451977401,1.32721596383737,diabetes-stage2-diseased-SRR413735
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413736
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413737
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.127683615819209,0.0487400079206412,diabetes-stage2-diseased-SRR413738
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413739
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413740
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413741
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413742
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.944632768361582,0.916962082310309,diabetes-stage2-diseased-SRR413743
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.203389830508475,0.053281885112328,diabetes-stage2-diseased-SRR413744
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.894915254237288,0.779742937521912,diabetes-stage2-diseased-SRR413745
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413746
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413747
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.994350282485876,7.30690155104242,diabetes-stage2-diseased-SRR413748
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413749
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413750
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413751
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413752
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.978531073446328,2.09946518355376,diabetes-stage2-diseased-SRR413753
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.898305084745763,0.440219686716773,diabetes-stage2-diseased-SRR413754
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413755
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413756
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413757
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.979661016949153,3.32284888691054,diabetes-stage2-diseased-SRR413759
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.858757062146893,0.65566454636955,diabetes-stage2-diseased-SRR413760
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.964971751412429,3.21562682313451,diabetes-stage2-diseased-SRR413761
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413762
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.624858757062147,0.440444542826444,diabetes-stage2-diseased-SRR413763
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413764
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413765
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.943502824858757,0.570535140247656,diabetes-stage2-diseased-SRR413766
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413767
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.940112994350283,0.624979420757867,diabetes-stage2-diseased-SRR413769
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413770
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.196610169491525,0.0561449874602774,diabetes-stage2-diseased-SRR413771
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.832768361581921,0.38707307113724,diabetes-stage2-diseased-SRR413772
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-diseased-SRR413773
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.99774011299435,7.15096917581769,diabetes-stage2-healthy-SRR413556
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413557
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.512994350282486,0.35388689110007,diabetes-stage2-healthy-SRR413558
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.096045197740113,0.0226928844073082,diabetes-stage2-healthy-SRR413559
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413560
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.987570621468927,5.52196868375917,diabetes-stage2-healthy-SRR413561
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.238418079096045,0.0796269408387014,diabetes-stage2-healthy-SRR413562
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.549152542372881,0.219534938670525,diabetes-stage2-healthy-SRR413563
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.885875706214689,1.20332387753007,diabetes-stage2-healthy-SRR413564
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.996610169491525,6.6374890824935,diabetes-stage2-healthy-SRR413565
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413566
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413575
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.711864406779661,0.548112795283937,diabetes-stage2-healthy-SRR413576
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.859887005649718,0.819788608745744,diabetes-stage2-healthy-SRR413577
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413578
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413579
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.698305084745763,0.445807964362325,diabetes-stage2-healthy-SRR413580
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413581
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.583050847457627,0.361349660907755,diabetes-stage2-healthy-SRR413582
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.99774011299435,6.88512657095517,diabetes-stage2-healthy-SRR413583
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413584
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.496045197740113,0.204886587913771,diabetes-stage2-healthy-SRR413585
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.235028248587571,0.0883624764260345,diabetes-stage2-healthy-SRR413586
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.248587570621469,0.10477696774202,diabetes-stage2-healthy-SRR413587
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.984180790960452,3.29868505543742,diabetes-stage2-healthy-SRR413588
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413589
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413590
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413592
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413593
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.2,0.0482336808526749,diabetes-stage2-healthy-SRR413594
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.882485875706215,1.03588157157038,diabetes-stage2-healthy-SRR413595
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.613559322033898,0.483409129048294,diabetes-stage2-healthy-SRR413596
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.363841807909605,0.266768120361294,diabetes-stage2-healthy-SRR413597
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.195480225988701,0.0570372681631382,diabetes-stage2-healthy-SRR413598
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413599
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413600
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.101694915254237,0.0287673938542712,diabetes-stage2-healthy-SRR413601
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.990960451977401,1.66952808179378,diabetes-stage2-healthy-SRR413602
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.327683615819209,0.105066753764064,diabetes-stage2-healthy-SRR413603
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413604
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413605
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.151412429378531,0.105716169918879,diabetes-stage2-healthy-SRR413606
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.83728813559322,0.414698783026577,diabetes-stage2-healthy-SRR413607
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413608
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.543502824858757,0.292992870497202,diabetes-stage2-healthy-SRR413609
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413610
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.203389830508475,0.0511048772376794,diabetes-stage2-healthy-SRR413611
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.404519774011299,0.173737170186905,diabetes-stage2-healthy-SRR413612
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.977401129943503,0.840230311952417,diabetes-stage2-healthy-SRR413613
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.432768361581921,0.142169545637996,diabetes-stage2-healthy-SRR413614
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.593220338983051,0.175052669912968,diabetes-stage2-healthy-SRR413616
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.989830508474576,1.61350953532551,diabetes-stage2-healthy-SRR413617
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413618
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.701694915254237,0.281162607325057,diabetes-stage2-healthy-SRR413619
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413620
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.357062146892655,0.115112679714953,diabetes-stage2-healthy-SRR413621
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413622
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413623
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.531073446327684,0.200376206427756,diabetes-stage2-healthy-SRR413624
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413625
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413627
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413628
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.771751412429379,0.503363433406442,diabetes-stage2-healthy-SRR413629
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.909604519774011,0.486914854012755,diabetes-stage2-healthy-SRR413630
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413635
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.101694915254237,0.0256275759343319,diabetes-stage2-healthy-SRR413636
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.990960451977401,0.917162699240503,diabetes-stage2-healthy-SRR413637
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.959322033898305,1.32964660378453,diabetes-stage2-healthy-SRR413638
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.989830508474576,4.94349763346771,diabetes-stage2-healthy-SRR413639
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.470056497175141,0.191321335749915,diabetes-stage2-healthy-SRR413640
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.832768361581921,1.16368550967228,diabetes-stage2-healthy-SRR413641
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.848587570621469,2.52079152087435,diabetes-stage2-healthy-SRR413642
20b-HSDH-Bifido-HD-1-CL-100-DNA,1,13.8659507320683,diabetes-stage2-healthy-SRR413643
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.19774011299435,0.108147392341471,diabetes-stage2-healthy-SRR413644
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.926553672316384,2.58315795129193,diabetes-stage2-healthy-SRR413645
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413646
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.080225988700565,0.0270598400047642,diabetes-stage2-healthy-SRR413647
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.576271186440678,0.329499448639362,diabetes-stage2-healthy-SRR413648
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.100564971751412,0.0765886277298761,diabetes-stage2-healthy-SRR413649
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413650
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413651
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.875706214689266,0.961110958071053,diabetes-stage2-healthy-SRR413652
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.798870056497175,0.258161894295892,diabetes-stage2-healthy-SRR413653
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413654
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.101694915254237,0.0248588623145699,diabetes-stage2-healthy-SRR413655
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.946892655367232,1.26460014133017,diabetes-stage2-healthy-SRR413656
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413657
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.613559322033898,0.241493736947474,diabetes-stage2-healthy-SRR413658
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413659
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413660
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,diabetes-stage2-healthy-SRR413661
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.245197740112994,0.117978838218374,diabetes-stage2-healthy-SRR413662
