gene,coverage,RPKM,cohort,sample_id,subject_id
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0132,MH0132
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0133,MH0133
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0134,MH0134
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0135,MH0135
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0136,MH0136
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0137,MH0137
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0138,MH0138
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0139,MH0139
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0140,MH0140
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0141,MH0141
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0142,MH0142
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0143,MH0143
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0144,MH0144
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0145,MH0145
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0146,MH0146
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0147,MH0147
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0148,MH0148
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0149,MH0149
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0151,MH0151
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0152,MH0152
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0153,MH0153
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0154,MH0154
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0155,MH0155
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0156,MH0156
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0157,MH0157
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0158,MH0158
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0159,MH0159
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0160,MH0160
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0162,MH0162
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0163,MH0163
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0164,MH0164
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0165,MH0165
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0166,MH0166
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0167,MH0167
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0168,MH0168
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0169,MH0169
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0170,MH0170
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0172,MH0172
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0173,MH0173
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0174,MH0174
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0175,MH0175
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0177,MH0177
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0178,MH0178
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0179,MH0179
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0180,MH0180
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0181,MH0181
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0182,MH0182
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0183,MH0183
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0184,MH0184
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0185,MH0185
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Danish,MH0186,MH0186
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD10.0,V1.CD10.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD1.0,V1.CD1.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD12.0,V1.CD12.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD15.0,V1.CD15.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD15.3,V1.CD15.3
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD17.0,V1.CD17.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD17.4,V1.CD17.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD18.0,V1.CD18.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD18.3,V1.CD18.3
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD20.4,V1.CD20.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD21.0,V1.CD21.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD21.4,V1.CD21.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD25.0,V1.CD25.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD25.4,V1.CD25.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD35.0,V1.CD35.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD35.1,V1.CD35.1
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD41.0,V1.CD41.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD6.0,V1.CD6.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD6.4,V1.CD6.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD7.0,V1.CD7.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD7.4,V1.CD7.4
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC49.0,O2.UC49.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC49.2,O2.UC49.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC50.0,O2.UC50.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC50.2,O2.UC50.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC51.0,O2.UC51.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC51.2,O2.UC51.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC52.0,O2.UC52.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC52.2,O2.UC52.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC53.0,O2.UC53.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC53.2,O2.UC53.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC54.0,O2.UC54.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC54.2,O2.UC54.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC55.0,O2.UC55.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC55.2,O2.UC55.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC56.0,O2.UC56.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC56.2,O2.UC56.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC57.0,O2.UC57.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC57.2,O2.UC57.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC58.0,O2.UC58.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC58.2,O2.UC58.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC59.0,O2.UC59.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC59.2,O2.UC59.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC60.0,O2.UC60.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC60.2,O2.UC60.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.0427350427350427,0.304582920559514,MetaHIT-Spanish,V1.CD11.0,V1.CD11.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD13.0,V1.CD13.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD14.0,V1.CD14.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD16.0,V1.CD16.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD19.0,V1.CD19.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD2.0,V1.CD2.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD22.0,V1.CD22.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD24.0,V1.CD24.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD27.0,V1.CD27.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD28.0,V1.CD28.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD29.0,V1.CD29.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD30.0,V1.CD30.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD3.0,V1.CD3.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD31.0,V1.CD31.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD34.0,V1.CD34.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD36.0,V1.CD36.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD38.0,V1.CD38.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD4.0,V1.CD4.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD42.0,V1.CD42.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD8.0,V1.CD8.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.CD9.0,V1.CD9.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC16.0,V1.UC16.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC18.0,V1.UC18.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC19.0,V1.UC19.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC24.0,V1.UC24.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC27.0,V1.UC27.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC28.0,V1.UC28.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC29.0,V1.UC29.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC30.0,V1.UC30.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC32.0,V1.UC32.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC33.0,V1.UC33.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC34.0,V1.UC34.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC36.0,V1.UC36.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC37.0,V1.UC37.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC41.0,V1.UC41.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC42.0,V1.UC42.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC43.0,V1.UC43.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC44.0,V1.UC44.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC46.0,V1.UC46.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC48.0,V1.UC48.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC57.0,V1.UC57.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC6.0,V1.UC6.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC61.0,V1.UC61.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC62.0,V1.UC62.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC7.0,V1.UC7.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC8.0,V1.UC8.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,V1.UC9.0,V1.UC9.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC1.0,O2.UC1.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.0379867046533713,0.0591363529126742,MetaHIT-Spanish,O2.UC11.0,O2.UC11.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.705603038936372,0.267524625258843,MetaHIT-Spanish,O2.UC11.2,O2.UC11.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC12.0,O2.UC12.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC1.2,O2.UC1.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC12.2,O2.UC12.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC13.0,O2.UC13.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC13.2,O2.UC13.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC14.0,O2.UC14.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC14.2,O2.UC14.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC16.0,O2.UC16.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC16.2,O2.UC16.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC17.0,O2.UC17.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC17.2,O2.UC17.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC18.0,O2.UC18.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC18.2,O2.UC18.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC19.0,O2.UC19.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC19.2,O2.UC19.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC20.0,O2.UC20.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC2.0,O2.UC2.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC20.2,O2.UC20.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC21.0,O2.UC21.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC21.2,O2.UC21.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC22.0,O2.UC22.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC2.2,O2.UC2.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC22.2,O2.UC22.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC23.0,O2.UC23.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC23.2,O2.UC23.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC24.0,O2.UC24.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC24.2,O2.UC24.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC26.0,O2.UC26.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC26.2,O2.UC26.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC27.0,O2.UC27.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC27.2,O2.UC27.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC29.0,O2.UC29.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC29.2,O2.UC29.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC30.0,O2.UC30.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC3.0,O2.UC3.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC30.2,O2.UC30.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC31.0,O2.UC31.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC31.2,O2.UC31.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC32.0,O2.UC32.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC3.2,O2.UC3.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC32.2,O2.UC32.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC34.0,O2.UC34.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC34.2,O2.UC34.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC35.0,O2.UC35.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC35.2,O2.UC35.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC36.2,O2.UC36.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC37.0,O2.UC37.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC37.2,O2.UC37.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC38.0,O2.UC38.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC38.2,O2.UC38.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC40.0,O2.UC40.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC4.0,O2.UC4.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC40.2,O2.UC40.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC41.0,O2.UC41.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC41.2,O2.UC41.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC4.2,O2.UC4.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC43.0,O2.UC43.0
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC43.2,O2.UC43.2
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,MetaHIT-Spanish,O2.UC44.0,O2.UC44.0
